user_id,signup_date,segment,target_role,resume_uploaded,assessment_completed,roadmap_generated,first_task_completed,d7_active,d30_active
U04224,2026-03-19,Final-year student,Software Engineer,0,0,0,0,0,0
U04225,2026-05-05,Final-year student,Product Manager,1,1,1,1,0,0
U04226,2026-05-13,Working professional,Data Analyst,1,0,0,0,0,0
U04227,2026-02-21,Fresh graduate,Marketing,1,1,1,1,0,0
U04228,2026-01-31,Final-year student,Data Analyst,1,1,0,0,0,0
U04229,2026-06-22,Fresh graduate,Data Analyst,1,1,1,0,0,0
U04230,2026-04-24,Final-year student,Product Manager,1,1,0,0,0,0
U04231,2026-06-26,Working professional,Product Manager,1,1,0,0,0,0
U04232,2026-02-25,Final-year student,Data Analyst,1,1,0,0,0,0
U04233,2026-01-21,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04234,2026-03-10,Fresh graduate,Marketing,1,1,1,1,0,0
U04235,2026-03-01,Final-year student,Product Manager,1,0,0,0,0,0
U04236,2026-05-10,Final-year student,Product Manager,1,0,0,0,0,0
U04237,2026-05-09,Final-year student,Product Manager,1,1,1,1,1,0
U04238,2026-01-13,Working professional,Software Engineer,1,0,0,0,0,0
U04239,2026-04-16,Fresh graduate,Data Analyst,1,1,1,1,0,0
U04240,2026-03-03,Fresh graduate,Marketing,1,1,1,0,0,0
U04241,2026-04-21,Fresh graduate,Product Manager,0,0,0,0,0,0
U04242,2026-03-12,Working professional,Product Manager,1,1,0,0,0,0
U04243,2026-04-07,Fresh graduate,Product Manager,1,1,1,1,0,0
U04244,2026-05-09,Fresh graduate,Product Manager,1,1,1,0,0,0
U04245,2026-02-22,Fresh graduate,Product Manager,1,1,1,1,0,0
U04246,2026-02-05,Final-year student,Software Engineer,1,0,0,0,0,0
U04247,2026-05-08,Working professional,Product Manager,1,1,0,0,0,0
U04248,2026-06-20,Final-year student,Product Manager,0,0,0,0,0,0
U04249,2026-03-21,Final-year student,Software Engineer,0,0,0,0,0,0
U04250,2026-06-29,Working professional,Data Analyst,1,1,0,0,0,0
U04251,2026-02-03,Final-year student,Product Manager,1,1,1,0,0,0
U04252,2026-05-28,Final-year student,Product Manager,1,1,1,1,0,0
U04253,2026-06-27,Final-year student,Software Engineer,1,1,1,1,1,0
U04254,2026-02-23,Fresh graduate,Data Analyst,1,1,1,1,0,0
U04255,2026-01-27,Working professional,Data Analyst,1,1,1,0,0,0
U04256,2026-04-30,Final-year student,Product Manager,1,0,0,0,0,0
U04257,2026-06-06,Final-year student,Product Manager,1,1,1,0,0,0
U04258,2026-01-15,Fresh graduate,Marketing,1,1,1,0,0,0
U04259,2026-04-26,Working professional,Product Manager,0,0,0,0,0,0
U04260,2026-06-06,Final-year student,Product Manager,1,1,0,0,0,0
U04261,2026-01-06,Working professional,Marketing,1,1,1,0,0,0
U04262,2026-04-03,Working professional,Product Manager,1,1,0,0,0,0
U04263,2026-01-14,Final-year student,Software Engineer,1,1,1,0,0,0
U04264,2026-02-01,Working professional,Data Analyst,1,1,1,1,0,0
U04265,2026-03-29,Fresh graduate,Product Manager,1,1,1,0,0,0
U04266,2026-02-28,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04267,2026-01-16,Final-year student,Product Manager,0,0,0,0,0,0
U04268,2026-05-25,Working professional,Data Analyst,1,1,0,0,0,0
U04269,2026-02-06,Fresh graduate,Marketing,1,1,1,1,1,0
U04270,2026-06-06,Fresh graduate,Data Analyst,1,1,1,1,0,0
U04271,2026-02-01,Working professional,Product Manager,1,0,0,0,0,0
U04272,2026-04-04,Fresh graduate,Data Analyst,1,1,1,0,0,0
U04273,2026-05-11,Working professional,Marketing,1,1,1,1,0,0
U04274,2026-03-28,Working professional,Software Engineer,0,0,0,0,0,0
U04275,2026-03-17,Final-year student,Software Engineer,1,1,1,1,0,0
U04276,2026-05-16,Final-year student,Product Manager,1,0,0,0,0,0
U04277,2026-01-03,Final-year student,Data Analyst,1,1,1,1,0,0
U04278,2026-05-29,Working professional,Product Manager,1,1,1,0,0,0
U04279,2026-05-05,Final-year student,Product Manager,1,1,1,1,0,0
U04280,2026-05-18,Fresh graduate,Marketing,1,1,1,1,1,1
U04281,2026-03-17,Final-year student,Marketing,1,1,0,0,0,0
U04282,2026-03-11,Final-year student,Marketing,1,0,0,0,0,0
U04283,2026-04-13,Fresh graduate,Product Manager,1,1,1,0,0,0
U04284,2026-04-26,Final-year student,Product Manager,1,1,1,0,0,0
U04285,2026-06-16,Working professional,Product Manager,0,0,0,0,0,0
U04286,2026-06-04,Final-year student,Product Manager,1,1,1,0,0,0
U04287,2026-01-10,Working professional,Data Analyst,0,0,0,0,0,0
U04288,2026-01-28,Final-year student,Software Engineer,1,1,1,1,1,0
U04289,2026-06-20,Working professional,Product Manager,1,1,0,0,0,0
U04290,2026-03-11,Fresh graduate,Product Manager,1,1,0,0,0,0
U04291,2026-04-15,Final-year student,Product Manager,0,0,0,0,0,0
U04292,2026-01-11,Final-year student,Data Analyst,1,0,0,0,0,0
U04293,2026-01-19,Final-year student,Software Engineer,1,1,1,0,0,0
U04294,2026-03-15,Fresh graduate,Product Manager,0,0,0,0,0,0
U04295,2026-05-10,Working professional,Product Manager,1,1,1,0,0,0
U04296,2026-05-20,Final-year student,Product Manager,1,1,1,1,0,0
U04297,2026-06-11,Final-year student,Product Manager,0,0,0,0,0,0
U04298,2026-02-05,Fresh graduate,Marketing,1,1,0,0,0,0
U04299,2026-02-06,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04300,2026-04-08,Fresh graduate,Product Manager,1,1,1,1,1,0
U04301,2026-04-09,Fresh graduate,Data Analyst,1,1,0,0,0,0
U04302,2026-01-07,Fresh graduate,Product Manager,1,1,1,1,0,0
U04303,2026-03-22,Working professional,Product Manager,1,0,0,0,0,0
U04304,2026-06-11,Final-year student,Software Engineer,1,1,1,0,0,0
U04305,2026-01-30,Final-year student,Product Manager,1,0,0,0,0,0
U04306,2026-05-28,Final-year student,Product Manager,1,1,1,1,0,0
U04307,2026-03-22,Fresh graduate,Data Analyst,1,1,1,1,1,0
U04308,2026-04-05,Final-year student,Marketing,1,1,0,0,0,0
U04309,2026-04-26,Working professional,Product Manager,1,1,0,0,0,0
U04310,2026-05-08,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04311,2026-04-25,Fresh graduate,Product Manager,1,1,1,1,0,0
U04312,2026-01-19,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04313,2026-02-23,Final-year student,Product Manager,0,0,0,0,0,0
U04314,2026-06-02,Working professional,Software Engineer,1,1,1,0,0,0
U04315,2026-01-08,Final-year student,Product Manager,1,1,0,0,0,0
U04316,2026-05-09,Fresh graduate,Marketing,1,1,1,0,0,0
U04317,2026-04-04,Working professional,Data Analyst,1,1,1,1,1,1
U04318,2026-01-22,Fresh graduate,Product Manager,1,1,1,0,0,0
U04319,2026-01-23,Working professional,Data Analyst,1,1,1,0,0,0
U04320,2026-06-26,Final-year student,Product Manager,1,1,0,0,0,0
U04321,2026-01-06,Working professional,Software Engineer,1,0,0,0,0,0
U04322,2026-01-05,Fresh graduate,Product Manager,1,1,0,0,0,0
U04323,2026-01-04,Fresh graduate,Product Manager,0,0,0,0,0,0
U04324,2026-04-24,Final-year student,Software Engineer,1,0,0,0,0,0
U04325,2026-06-16,Final-year student,Product Manager,0,0,0,0,0,0
U04326,2026-01-31,Fresh graduate,Product Manager,1,1,1,0,0,0
U04327,2026-05-24,Final-year student,Product Manager,1,1,1,0,0,0
U04328,2026-05-10,Fresh graduate,Product Manager,1,1,1,1,1,0
U04329,2026-02-11,Working professional,Product Manager,0,0,0,0,0,0
U04330,2026-01-13,Working professional,Software Engineer,1,1,1,0,0,0
U04331,2026-03-29,Final-year student,Software Engineer,1,1,1,0,0,0
U04332,2026-01-15,Working professional,Product Manager,1,1,0,0,0,0
U04333,2026-01-21,Final-year student,Product Manager,1,0,0,0,0,0
U04334,2026-03-25,Fresh graduate,Software Engineer,1,1,1,1,0,0
U04335,2026-05-27,Working professional,Software Engineer,1,0,0,0,0,0
U04336,2026-06-28,Final-year student,Data Analyst,1,1,0,0,0,0
U04337,2026-04-24,Final-year student,Product Manager,0,0,0,0,0,0
U04338,2026-02-19,Final-year student,Product Manager,1,1,0,0,0,0
U04339,2026-03-01,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04340,2026-04-21,Working professional,Product Manager,1,0,0,0,0,0
U04341,2026-02-01,Final-year student,Product Manager,0,0,0,0,0,0
U04342,2026-04-04,Final-year student,Product Manager,1,0,0,0,0,0
U04343,2026-05-19,Fresh graduate,Data Analyst,1,1,1,1,0,0
U04344,2026-06-01,Final-year student,Product Manager,1,1,1,0,0,0
U04345,2026-01-11,Fresh graduate,Software Engineer,0,0,0,0,0,0
U04346,2026-02-21,Working professional,Software Engineer,1,1,1,0,0,0
U04347,2026-02-15,Fresh graduate,Product Manager,1,0,0,0,0,0
U04348,2026-04-10,Working professional,Data Analyst,1,1,0,0,0,0
U04349,2026-02-03,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04350,2026-06-21,Working professional,Product Manager,1,1,1,0,0,0
U04351,2026-06-15,Final-year student,Data Analyst,1,1,1,1,1,0
U04352,2026-03-01,Final-year student,Product Manager,1,0,0,0,0,0
U04353,2026-03-15,Fresh graduate,Product Manager,1,1,1,0,0,0
U04354,2026-03-21,Final-year student,Software Engineer,1,1,0,0,0,0
U04355,2026-01-08,Working professional,Software Engineer,1,0,0,0,0,0
U04356,2026-06-09,Fresh graduate,Product Manager,1,1,1,1,1,0
U04357,2026-05-21,Working professional,Marketing,1,1,0,0,0,0
U04358,2026-03-01,Final-year student,Software Engineer,1,0,0,0,0,0
U04359,2026-04-09,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04360,2026-03-10,Fresh graduate,Product Manager,0,0,0,0,0,0
U04361,2026-02-11,Final-year student,Product Manager,1,1,1,1,0,0
U04362,2026-02-24,Fresh graduate,Product Manager,1,1,1,0,0,0
U04363,2026-01-20,Fresh graduate,Software Engineer,1,0,0,0,0,0
U04364,2026-05-26,Working professional,Product Manager,1,0,0,0,0,0
U04365,2026-04-28,Fresh graduate,Data Analyst,1,1,0,0,0,0
U04366,2026-06-17,Final-year student,Product Manager,1,1,1,0,0,0
U04367,2026-01-02,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04368,2026-04-24,Fresh graduate,Data Analyst,1,1,1,1,0,0
U04369,2026-04-11,Final-year student,Data Analyst,1,1,1,0,0,0
U04370,2026-04-23,Final-year student,Data Analyst,1,1,0,0,0,0
U04371,2026-06-28,Final-year student,Data Analyst,1,0,0,0,0,0
U04372,2026-03-12,Final-year student,Product Manager,1,1,1,1,1,0
U04373,2026-01-26,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04374,2026-01-03,Final-year student,Marketing,0,0,0,0,0,0
U04375,2026-03-30,Fresh graduate,Software Engineer,1,0,0,0,0,0
U04376,2026-02-01,Final-year student,Product Manager,1,1,1,1,1,0
U04377,2026-01-26,Fresh graduate,Marketing,1,1,1,0,0,0
U04378,2026-01-27,Final-year student,Product Manager,1,1,0,0,0,0
U04379,2026-02-19,Working professional,Product Manager,1,1,0,0,0,0
U04380,2026-01-21,Final-year student,Product Manager,1,1,0,0,0,0
U04381,2026-03-29,Fresh graduate,Product Manager,1,1,1,0,0,0
U04382,2026-04-28,Final-year student,Product Manager,1,1,1,1,0,0
U04383,2026-02-22,Final-year student,Product Manager,0,0,0,0,0,0
U04384,2026-01-25,Fresh graduate,Marketing,1,1,1,0,0,0
U04385,2026-04-14,Working professional,Product Manager,1,1,0,0,0,0
U04386,2026-01-16,Working professional,Product Manager,1,1,1,1,1,0
U04387,2026-05-13,Final-year student,Data Analyst,1,1,1,1,0,0
U04388,2026-03-10,Final-year student,Data Analyst,1,1,0,0,0,0
U04389,2026-03-15,Fresh graduate,Product Manager,1,1,1,1,0,0
U04390,2026-02-14,Fresh graduate,Product Manager,1,1,1,1,0,0
U04391,2026-02-20,Final-year student,Software Engineer,1,1,1,0,0,0
U04392,2026-01-27,Fresh graduate,Data Analyst,1,1,1,0,0,0
U04393,2026-04-11,Fresh graduate,Software Engineer,1,1,1,1,0,0
U04394,2026-01-27,Fresh graduate,Product Manager,0,0,0,0,0,0
U04395,2026-05-03,Final-year student,Software Engineer,1,1,1,1,0,0
U04396,2026-02-16,Final-year student,Software Engineer,1,1,1,0,0,0
U04397,2026-04-12,Final-year student,Software Engineer,1,1,1,1,1,0
U04398,2026-04-07,Fresh graduate,Data Analyst,1,1,1,1,0,0
U04399,2026-04-25,Final-year student,Data Analyst,1,1,1,1,1,0
U04400,2026-05-17,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04401,2026-04-11,Fresh graduate,Software Engineer,1,1,1,1,0,0
U04402,2026-06-03,Fresh graduate,Software Engineer,1,1,1,1,0,0
U04403,2026-02-16,Final-year student,Product Manager,1,1,1,1,0,0
U04404,2026-05-16,Final-year student,Product Manager,1,1,1,1,1,1
U04405,2026-03-03,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04406,2026-04-24,Fresh graduate,Software Engineer,0,0,0,0,0,0
U04407,2026-03-30,Working professional,Product Manager,0,0,0,0,0,0
U04408,2026-06-13,Final-year student,Product Manager,1,1,0,0,0,0
U04409,2026-02-18,Working professional,Software Engineer,1,1,0,0,0,0
U04410,2026-04-04,Final-year student,Software Engineer,1,1,0,0,0,0
U04411,2026-01-30,Final-year student,Product Manager,0,0,0,0,0,0
U04412,2026-04-25,Final-year student,Product Manager,1,1,1,0,0,0
U04413,2026-01-07,Fresh graduate,Product Manager,1,1,1,1,0,0
U04414,2026-03-16,Final-year student,Marketing,1,1,1,1,0,0
U04415,2026-01-02,Final-year student,Data Analyst,1,1,0,0,0,0
U04416,2026-02-28,Fresh graduate,Software Engineer,1,0,0,0,0,0
U04417,2026-03-29,Fresh graduate,Product Manager,0,0,0,0,0,0
U04418,2026-03-01,Final-year student,Software Engineer,1,0,0,0,0,0
U04419,2026-03-11,Final-year student,Product Manager,1,0,0,0,0,0
U04420,2026-01-27,Fresh graduate,Marketing,0,0,0,0,0,0
U04421,2026-05-09,Final-year student,Product Manager,1,1,1,1,0,0
U04422,2026-05-24,Final-year student,Product Manager,1,0,0,0,0,0
U04423,2026-03-23,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04424,2026-01-10,Final-year student,Product Manager,1,0,0,0,0,0
U04425,2026-01-12,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04426,2026-05-02,Final-year student,Data Analyst,0,0,0,0,0,0
U04427,2026-06-17,Final-year student,Product Manager,1,0,0,0,0,0
U04428,2026-06-05,Final-year student,Product Manager,1,1,1,0,0,0
U04429,2026-03-14,Final-year student,Software Engineer,0,0,0,0,0,0
U04430,2026-03-31,Final-year student,Data Analyst,1,1,1,0,0,0
U04431,2026-01-30,Final-year student,Product Manager,1,1,0,0,0,0
U04432,2026-01-13,Working professional,Product Manager,1,0,0,0,0,0
U04433,2026-05-18,Working professional,Software Engineer,0,0,0,0,0,0
U04434,2026-03-19,Final-year student,Product Manager,1,0,0,0,0,0
U04435,2026-03-31,Fresh graduate,Data Analyst,1,0,0,0,0,0
U04436,2026-03-03,Fresh graduate,Software Engineer,1,1,1,1,0,0
U04437,2026-02-26,Working professional,Product Manager,1,1,0,0,0,0
U04438,2026-06-27,Final-year student,Data Analyst,1,1,0,0,0,0
U04439,2026-05-27,Final-year student,Product Manager,1,1,1,0,0,0
U04440,2026-05-05,Final-year student,Product Manager,1,1,1,1,1,0
U04441,2026-03-12,Final-year student,Software Engineer,1,1,0,0,0,0
U04442,2026-05-10,Final-year student,Marketing,1,0,0,0,0,0
U04443,2026-03-03,Working professional,Software Engineer,0,0,0,0,0,0
U04444,2026-04-03,Working professional,Product Manager,1,1,1,1,0,0
U04445,2026-01-27,Final-year student,Software Engineer,1,1,0,0,0,0
U04446,2026-05-08,Fresh graduate,Product Manager,1,1,1,1,0,0
U04447,2026-01-11,Final-year student,Product Manager,1,1,1,1,0,0
U04448,2026-05-11,Fresh graduate,Product Manager,1,1,1,1,0,0
U04449,2026-04-19,Fresh graduate,Product Manager,1,1,1,1,0,0
U04450,2026-01-12,Final-year student,Product Manager,1,0,0,0,0,0
U04451,2026-04-02,Working professional,Marketing,1,1,1,0,0,0
U04452,2026-02-10,Working professional,Product Manager,1,1,1,1,0,0
U04453,2026-03-27,Fresh graduate,Data Analyst,1,1,0,0,0,0
U04454,2026-01-03,Fresh graduate,Software Engineer,1,1,1,1,1,0
U04455,2026-05-10,Fresh graduate,Product Manager,0,0,0,0,0,0
U04456,2026-04-02,Final-year student,Product Manager,1,1,1,1,0,0
U04457,2026-03-07,Final-year student,Product Manager,1,1,0,0,0,0
U04458,2026-06-07,Fresh graduate,Product Manager,1,1,1,1,0,0
U04459,2026-04-27,Final-year student,Software Engineer,1,1,0,0,0,0
U04460,2026-04-20,Working professional,Marketing,1,1,1,1,0,0
U04461,2026-01-27,Final-year student,Data Analyst,1,1,1,0,0,0
U04462,2026-04-01,Final-year student,Product Manager,1,1,1,1,0,0
U04463,2026-05-07,Final-year student,Product Manager,1,1,1,0,0,0
U04464,2026-06-16,Working professional,Product Manager,1,1,1,0,0,0
U04465,2026-04-19,Final-year student,Marketing,1,1,0,0,0,0
U04466,2026-01-31,Final-year student,Product Manager,1,1,1,1,0,0
U04467,2026-05-03,Final-year student,Product Manager,1,0,0,0,0,0
U04468,2026-01-14,Fresh graduate,Software Engineer,1,1,1,1,0,0
U04469,2026-02-26,Working professional,Software Engineer,0,0,0,0,0,0
U04470,2026-06-15,Final-year student,Product Manager,1,1,1,1,1,0
U04471,2026-05-25,Working professional,Software Engineer,1,1,0,0,0,0
U04472,2026-06-12,Final-year student,Product Manager,1,0,0,0,0,0
U04473,2026-03-05,Fresh graduate,Product Manager,1,1,1,1,0,0
U04474,2026-05-03,Final-year student,Product Manager,1,1,1,1,1,0
U04475,2026-05-07,Fresh graduate,Product Manager,1,1,1,1,0,0
U04476,2026-02-14,Fresh graduate,Marketing,1,1,1,0,0,0
U04477,2026-06-19,Fresh graduate,Product Manager,1,1,1,0,0,0
U04478,2026-06-24,Final-year student,Data Analyst,1,1,1,1,0,0
U04479,2026-01-20,Working professional,Product Manager,1,1,1,0,0,0
U04480,2026-05-18,Working professional,Software Engineer,1,1,0,0,0,0
U04481,2026-03-22,Fresh graduate,Marketing,1,1,1,1,0,0
U04482,2026-05-02,Fresh graduate,Product Manager,1,1,1,1,0,0
U04483,2026-04-10,Fresh graduate,Marketing,1,1,1,0,0,0
U04484,2026-02-10,Final-year student,Software Engineer,0,0,0,0,0,0
U04485,2026-01-18,Working professional,Software Engineer,1,1,1,0,0,0
U04486,2026-04-03,Final-year student,Product Manager,1,1,1,1,1,0
U04487,2026-05-31,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04488,2026-05-29,Final-year student,Product Manager,0,0,0,0,0,0
U04489,2026-02-19,Final-year student,Marketing,1,1,0,0,0,0
U04490,2026-06-04,Fresh graduate,Marketing,1,0,0,0,0,0
U04491,2026-03-06,Fresh graduate,Product Manager,1,1,1,1,0,0
U04492,2026-04-12,Working professional,Marketing,1,1,1,1,1,0
U04493,2026-02-28,Working professional,Data Analyst,1,1,1,0,0,0
U04494,2026-04-05,Final-year student,Software Engineer,1,1,1,1,0,0
U04495,2026-04-06,Final-year student,Product Manager,1,1,1,1,1,0
U04496,2026-05-06,Final-year student,Product Manager,1,0,0,0,0,0
U04497,2026-03-26,Fresh graduate,Product Manager,1,1,1,1,0,0
U04498,2026-04-06,Fresh graduate,Product Manager,0,0,0,0,0,0
U04499,2026-04-28,Working professional,Marketing,1,0,0,0,0,0
U04500,2026-03-17,Fresh graduate,Product Manager,1,1,1,0,0,0
U04501,2026-04-05,Final-year student,Software Engineer,1,0,0,0,0,0
U04502,2026-01-16,Fresh graduate,Software Engineer,1,0,0,0,0,0
U04503,2026-06-06,Fresh graduate,Software Engineer,1,1,1,1,0,0
U04504,2026-01-23,Fresh graduate,Product Manager,1,1,0,0,0,0
U04505,2026-06-07,Final-year student,Software Engineer,1,1,1,1,0,0
U04506,2026-05-17,Final-year student,Software Engineer,1,0,0,0,0,0
U04507,2026-06-20,Final-year student,Software Engineer,1,0,0,0,0,0
U04508,2026-01-05,Final-year student,Product Manager,1,0,0,0,0,0
U04509,2026-02-09,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04510,2026-01-10,Final-year student,Product Manager,1,0,0,0,0,0
U04511,2026-03-17,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04512,2026-06-12,Fresh graduate,Product Manager,1,1,1,1,0,0
U04513,2026-05-18,Working professional,Product Manager,0,0,0,0,0,0
U04514,2026-05-07,Final-year student,Data Analyst,1,1,1,1,0,0
U04515,2026-06-02,Final-year student,Product Manager,1,1,0,0,0,0
U04516,2026-01-01,Final-year student,Marketing,1,1,0,0,0,0
U04517,2026-05-22,Final-year student,Data Analyst,1,1,0,0,0,0
U04518,2026-02-26,Final-year student,Product Manager,1,0,0,0,0,0
U04519,2026-05-05,Fresh graduate,Product Manager,1,0,0,0,0,0
U04520,2026-05-18,Final-year student,Product Manager,1,1,0,0,0,0
U04521,2026-05-04,Final-year student,Marketing,1,0,0,0,0,0
U04522,2026-03-17,Final-year student,Software Engineer,1,1,1,1,0,0
U04523,2026-04-21,Fresh graduate,Product Manager,1,1,1,0,0,0
U04524,2026-03-26,Working professional,Product Manager,0,0,0,0,0,0
U04525,2026-04-24,Fresh graduate,Product Manager,1,0,0,0,0,0
U04526,2026-03-24,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04527,2026-03-12,Fresh graduate,Product Manager,1,1,1,0,0,0
U04528,2026-02-06,Fresh graduate,Product Manager,1,1,1,0,0,0
U04529,2026-03-11,Final-year student,Data Analyst,1,0,0,0,0,0
U04530,2026-05-10,Fresh graduate,Product Manager,1,1,1,0,0,0
U04531,2026-06-06,Fresh graduate,Product Manager,1,1,1,0,0,0
U04532,2026-01-19,Final-year student,Software Engineer,1,1,1,0,0,0
U04533,2026-02-02,Fresh graduate,Marketing,1,1,1,1,0,0
U04534,2026-04-02,Fresh graduate,Product Manager,1,1,1,1,1,0
U04535,2026-05-07,Fresh graduate,Marketing,1,1,1,1,0,0
U04536,2026-01-31,Final-year student,Product Manager,1,1,0,0,0,0
U04537,2026-02-28,Fresh graduate,Data Analyst,1,1,1,1,0,0
U04538,2026-01-09,Working professional,Product Manager,0,0,0,0,0,0
U04539,2026-01-10,Final-year student,Software Engineer,1,1,1,1,1,1
U04540,2026-01-26,Final-year student,Product Manager,1,1,1,1,1,0
U04541,2026-05-12,Final-year student,Marketing,0,0,0,0,0,0
U04542,2026-06-06,Final-year student,Marketing,1,1,0,0,0,0
U04543,2026-03-31,Working professional,Product Manager,1,0,0,0,0,0
U04544,2026-02-01,Fresh graduate,Product Manager,1,1,1,0,0,0
U04545,2026-06-15,Final-year student,Software Engineer,1,1,1,1,0,0
U04546,2026-02-20,Final-year student,Product Manager,1,1,1,1,0,0
U04547,2026-01-28,Working professional,Software Engineer,0,0,0,0,0,0
U04548,2026-01-25,Final-year student,Software Engineer,1,1,1,1,0,0
U04549,2026-03-05,Fresh graduate,Product Manager,1,1,1,0,0,0
U04550,2026-05-13,Final-year student,Product Manager,1,1,0,0,0,0
U04551,2026-03-13,Final-year student,Marketing,1,1,1,1,0,0
U04552,2026-03-22,Fresh graduate,Product Manager,1,1,1,1,0,0
U04553,2026-03-03,Final-year student,Software Engineer,1,1,0,0,0,0
U04554,2026-06-19,Fresh graduate,Product Manager,1,0,0,0,0,0
U04555,2026-05-04,Final-year student,Product Manager,0,0,0,0,0,0
U04556,2026-04-30,Fresh graduate,Product Manager,1,1,1,1,0,0
U04557,2026-03-20,Fresh graduate,Product Manager,1,1,0,0,0,0
U04558,2026-04-06,Fresh graduate,Software Engineer,1,1,1,0,0,0
U04559,2026-06-09,Final-year student,Product Manager,1,1,1,0,0,0
U04560,2026-04-29,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04561,2026-05-27,Working professional,Software Engineer,1,0,0,0,0,0
U04562,2026-01-08,Final-year student,Product Manager,1,1,0,0,0,0
U04563,2026-06-04,Final-year student,Product Manager,1,1,0,0,0,0
U04564,2026-06-21,Working professional,Software Engineer,1,1,0,0,0,0
U04565,2026-05-01,Final-year student,Software Engineer,1,1,1,1,1,0
U04566,2026-06-22,Fresh graduate,Software Engineer,1,1,1,1,1,0
U04567,2026-04-13,Fresh graduate,Product Manager,1,0,0,0,0,0
U04568,2026-02-19,Final-year student,Data Analyst,1,1,1,1,0,0
U04569,2026-04-20,Fresh graduate,Product Manager,1,1,1,0,0,0
U04570,2026-04-24,Fresh graduate,Software Engineer,1,1,0,0,0,0
U04571,2026-01-27,Final-year student,Product Manager,1,1,1,0,0,0
U04572,2026-02-06,Working professional,Software Engineer,1,1,1,1,0,0
U04573,2026-02-22,Final-year student,Product Manager,1,1,1,0,0,0
U04574,2026-04-09,Final-year student,Software Engineer,1,1,1,1,0,0
U04575,2026-01-27,Working professional,Product Manager,1,0,0,0,0,0
U04576,2026-05-19,Final-year student,Software Engineer,1,1,0,0,0,0
U04577,2026-01-20,Working professional,Product Manager,1,1,0,0,0,0
U04578,2026-06-19,Final-year student,Software Engineer,1,1,1,1,0,0
U04579,2026-05-02,Fresh graduate,Product Manager,1,1,1,0,0,0
U04580,2026-03-03,Final-year student,Product Manager,1,1,1,1,1,0
U04581,2026-03-09,Fresh graduate,Software Engineer,1,0,0,0,0,0
U04582,2026-05-05,Fresh graduate,Product Manager,1,1,1,1,0,0
U04583,2026-01-16,Working professional,Product Manager,1,1,1,1,1,0
U04584,2026-05-09,Working professional,Data Analyst,1,1,1,1,0,0
U04585,2026-04-10,Fresh graduate,Data Analyst,1,1,1,1,1,0
U04586,2026-02-09,Fresh graduate,Data Analyst,1,1,1,1,0,0
U04587,2026-06-11,Fresh graduate,Product Manager,1,1,1,1,0,0
U04588,2026-04-24,Working professional,Product Manager,1,1,1,1,0,0
U04589,2026-01-30,Fresh graduate,Data Analyst,0,0,0,0,0,0
U04590,2026-04-28,Working professional,Product Manager,1,1,1,1,1,0
U04591,2026-03-16,Final-year student,Software Engineer,1,1,1,0,0,0
U04592,2026-05-18,Fresh graduate,Product Manager,0,0,0,0,0,0
U04593,2026-03-30,Fresh graduate,Marketing,1,1,1,0,0,0
U04594,2026-06-29,Final-year student,Software Engineer,1,1,0,0,0,0
U04595,2026-06-16,Final-year student,Product Manager,1,1,1,0,0,0
U04596,2026-01-08,Working professional,Product Manager,1,0,0,0,0,0
U04597,2026-03-15,Final-year student,Product Manager,1,1,0,0,0,0
U04598,2026-02-06,Final-year student,Product Manager,1,1,0,0,0,0
U04599,2026-03-23,Final-year student,Software Engineer,1,0,0,0,0,0
U04600,2026-01-27,Final-year student,Product Manager,1,1,1,1,1,0
U04601,2026-04-07,Fresh graduate,Product Manager,1,0,0,0,0,0
U04602,2026-01-28,Working professional,Product Manager,1,1,0,0,0,0
U04603,2026-04-23,Working professional,Software Engineer,0,0,0,0,0,0
U04604,2026-03-23,Fresh graduate,Product Manager,1,1,1,1,1,0
U04605,2026-06-28,Fresh graduate,Product Manager,1,1,0,0,0,0
U04606,2026-06-08,Final-year student,Marketing,1,1,1,1,0,0
U04607,2026-04-19,Working professional,Product Manager,0,0,0,0,0,0
U04608,2026-03-22,Final-year student,Product Manager,1,1,1,1,0,0
U04609,2026-05-09,Final-year student,Marketing,1,1,1,0,0,0
U04610,2026-05-01,Working professional,Product Manager,1,1,1,0,0,0
U04611,2026-01-26,Working professional,Marketing,1,1,1,1,0,0
U04612,2026-03-09,Final-year student,Software Engineer,1,1,0,0,0,0
